O*NET-SOC Code,Title,Attribute Type,Element ID,Element Name,Scale Name,Data Value
11-3013.00,Facilities Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.64
11-3013.00,Facilities Managers,Interest,1.B.1.d,Social,Occupational Interests,3.59
11-3013.00,Facilities Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.54
11-3013.00,Facilities Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.41
11-3013.01,Security Managers,Interest,1.B.1.a,Realistic,Occupational Interests,3.4
11-3013.01,Security Managers,Interest,1.B.1.b,Investigative,Occupational Interests,3.71
11-3013.01,Security Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.29
11-3013.01,Security Managers,Interest,1.B.1.d,Social,Occupational Interests,2.75
11-3013.01,Security Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.6
11-3013.01,Security Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.39
11-3021.00,Computer and Information Systems Managers,Interest,1.B.1.a,Realistic,Occupational Interests,2.56
11-3021.00,Computer and Information Systems Managers,Interest,1.B.1.b,Investigative,Occupational Interests,4.42
11-3021.00,Computer and Information Systems Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.5
11-3021.00,Computer and Information Systems Managers,Interest,1.B.1.d,Social,Occupational Interests,2.41
11-3021.00,Computer and Information Systems Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.09
11-3021.00,Computer and Information Systems Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.72
11-3031.00,Financial Managers,Interest,1.B.1.a,Realistic,Occupational Interests,1.22
11-3031.00,Financial Managers,Interest,1.B.1.b,Investigative,Occupational Interests,2.45
11-3031.00,Financial Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.54
11-3031.00,Financial Managers,Interest,1.B.1.d,Social,Occupational Interests,2.93
11-3031.00,Financial Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,7
11-3031.00,Financial Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.7
11-3031.01,Treasurers and Controllers,Interest,1.B.1.a,Realistic,Occupational Interests,1
11-3031.01,Treasurers and Controllers,Interest,1.B.1.b,Investigative,Occupational Interests,2.4
11-3031.01,Treasurers and Controllers,Interest,1.B.1.c,Artistic,Occupational Interests,1.28
11-3031.01,Treasurers and Controllers,Interest,1.B.1.d,Social,Occupational Interests,2.7
11-3031.01,Treasurers and Controllers,Interest,1.B.1.e,Enterprising,Occupational Interests,6.22
11-3031.01,Treasurers and Controllers,Interest,1.B.1.f,Conventional,Occupational Interests,6.15
11-3031.03,Investment Fund Managers,Interest,1.B.1.a,Realistic,Occupational Interests,1.66
11-3031.03,Investment Fund Managers,Interest,1.B.1.b,Investigative,Occupational Interests,3.71
11-3031.03,Investment Fund Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.47
11-3031.03,Investment Fund Managers,Interest,1.B.1.d,Social,Occupational Interests,2.56
11-3031.03,Investment Fund Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,6.77
11-3031.03,Investment Fund Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.25
11-3051.00,Industrial Production Managers,Interest,1.B.1.a,Realistic,Occupational Interests,4.23
11-3051.00,Industrial Production Managers,Interest,1.B.1.b,Investigative,Occupational Interests,2.94
11-3051.00,Industrial Production Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.33
11-3051.00,Industrial Production Managers,Interest,1.B.1.d,Social,Occupational Interests,1.83
11-3051.00,Industrial Production Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.92
11-3051.00,Industrial Production Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.29
11-3051.01,Quality Control Systems Managers,Interest,1.B.1.a,Realistic,Occupational Interests,3.6
11-3051.01,Quality Control Systems Managers,Interest,1.B.1.b,Investigative,Occupational Interests,4.02
11-3051.01,Quality Control Systems Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.17
11-3051.01,Quality Control Systems Managers,Interest,1.B.1.d,Social,Occupational Interests,2.07
11-3051.01,Quality Control Systems Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.05
11-3051.01,Quality Control Systems Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.7
11-3051.02,Geothermal Production Managers,Interest,1.B.1.a,Realistic,Occupational Interests,5.35
11-3051.02,Geothermal Production Managers,Interest,1.B.1.b,Investigative,Occupational Interests,3.35
11-3051.02,Geothermal Production Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1
11-3051.02,Geothermal Production Managers,Interest,1.B.1.d,Social,Occupational Interests,2.07
11-3051.02,Geothermal Production Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,4.58
11-3051.02,Geothermal Production Managers,Interest,1.B.1.f,Conventional,Occupational Interests,4.82
11-3051.03,Biofuels Production Managers,Interest,1.B.1.a,Realistic,Occupational Interests,4.59
11-3051.03,Biofuels Production Managers,Interest,1.B.1.b,Investigative,Occupational Interests,3.74
11-3051.03,Biofuels Production Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1
11-3051.03,Biofuels Production Managers,Interest,1.B.1.d,Social,Occupational Interests,1.83
11-3051.03,Biofuels Production Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.41
11-3051.03,Biofuels Production Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.06
11-3051.04,Biomass Power Plant Managers,Interest,1.B.1.a,Realistic,Occupational Interests,5.12
11-3051.04,Biomass Power Plant Managers,Interest,1.B.1.b,Investigative,Occupational Interests,3.19
11-3051.04,Biomass Power Plant Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1
11-3051.04,Biomass Power Plant Managers,Interest,1.B.1.d,Social,Occupational Interests,1.72
11-3051.04,Biomass Power Plant Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,4.86
11-3051.04,Biomass Power Plant Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.34
11-3051.06,Hydroelectric Production Managers,Interest,1.B.1.a,Realistic,Occupational Interests,5.37
11-3051.06,Hydroelectric Production Managers,Interest,1.B.1.b,Investigative,Occupational Interests,3.64
11-3051.06,Hydroelectric Production Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1
11-3051.06,Hydroelectric Production Managers,Interest,1.B.1.d,Social,Occupational Interests,1.83
11-3051.06,Hydroelectric Production Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,4.57
11-3051.06,Hydroelectric Production Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.02
11-3061.00,Purchasing Managers,Interest,1.B.1.a,Realistic,Occupational Interests,2.04
11-3061.00,Purchasing Managers,Interest,1.B.1.b,Investigative,Occupational Interests,2.01
11-3061.00,Purchasing Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.4
11-3061.00,Purchasing Managers,Interest,1.B.1.d,Social,Occupational Interests,2.77
11-3061.00,Purchasing Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,7
11-3061.00,Purchasing Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.55
11-3071.00,"Transportation, Storage, and Distribution Managers",Interest,1.B.1.a,Realistic,Occupational Interests,3.6
11-3071.00,"Transportation, Storage, and Distribution Managers",Interest,1.B.1.b,Investigative,Occupational Interests,2.64
11-3071.00,"Transportation, Storage, and Distribution Managers",Interest,1.B.1.c,Artistic,Occupational Interests,1
11-3071.00,"Transportation, Storage, and Distribution Managers",Interest,1.B.1.d,Social,Occupational Interests,2.39
11-3071.00,"Transportation, Storage, and Distribution Managers",Interest,1.B.1.e,Enterprising,Occupational Interests,6
11-3071.00,"Transportation, Storage, and Distribution Managers",Interest,1.B.1.f,Conventional,Occupational Interests,5.74
11-3071.04,Supply Chain Managers,Interest,1.B.1.a,Realistic,Occupational Interests,3.42
11-3071.04,Supply Chain Managers,Interest,1.B.1.b,Investigative,Occupational Interests,2.55
11-3071.04,Supply Chain Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1
11-3071.04,Supply Chain Managers,Interest,1.B.1.d,Social,Occupational Interests,2.05
11-3071.04,Supply Chain Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,6.31
11-3071.04,Supply Chain Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.4
11-3111.00,Compensation and Benefits Managers,Interest,1.B.1.a,Realistic,Occupational Interests,1
11-3111.00,Compensation and Benefits Managers,Interest,1.B.1.b,Investigative,Occupational Interests,2.44
11-3111.00,Compensation and Benefits Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.49
11-3111.00,Compensation and Benefits Managers,Interest,1.B.1.d,Social,Occupational Interests,3.69
11-3111.00,Compensation and Benefits Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,7
11-3111.00,Compensation and Benefits Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.56
11-3121.00,Human Resources Managers,Interest,1.B.1.a,Realistic,Occupational Interests,1.09
11-3121.00,Human Resources Managers,Interest,1.B.1.b,Investigative,Occupational Interests,2.68
11-3121.00,Human Resources Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.71
11-3121.00,Human Resources Managers,Interest,1.B.1.d,Social,Occupational Interests,3.88
11-3121.00,Human Resources Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,7
11-3121.00,Human Resources Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.19
11-3131.00,Training and Development Managers,Interest,1.B.1.a,Realistic,Occupational Interests,1.95
11-3131.00,Training and Development Managers,Interest,1.B.1.b,Investigative,Occupational Interests,3.26
11-3131.00,Training and Development Managers,Interest,1.B.1.c,Artistic,Occupational Interests,2.62
11-3131.00,Training and Development Managers,Interest,1.B.1.d,Social,Occupational Interests,5.54
11-3131.00,Training and Development Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,6.35
11-3131.00,Training and Development Managers,Interest,1.B.1.f,Conventional,Occupational Interests,3.93
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Interest,1.B.1.a,Realistic,Occupational Interests,5.16
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Interest,1.B.1.b,Investigative,Occupational Interests,2.77
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Interest,1.B.1.c,Artistic,Occupational Interests,1.04
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Interest,1.B.1.d,Social,Occupational Interests,2.63
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Interest,1.B.1.e,Enterprising,Occupational Interests,5.54
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Interest,1.B.1.f,Conventional,Occupational Interests,4.51
11-9021.00,Construction Managers,Interest,1.B.1.a,Realistic,Occupational Interests,4.69
11-9021.00,Construction Managers,Interest,1.B.1.b,Investigative,Occupational Interests,3.08
11-9021.00,Construction Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.73
11-9021.00,Construction Managers,Interest,1.B.1.d,Social,Occupational Interests,2.34
11-9021.00,Construction Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.74
11-9021.00,Construction Managers,Interest,1.B.1.f,Conventional,Occupational Interests,4.81
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Interest,1.B.1.a,Realistic,Occupational Interests,1.08
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Interest,1.B.1.b,Investigative,Occupational Interests,3.03
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Interest,1.B.1.c,Artistic,Occupational Interests,2.88
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Interest,1.B.1.d,Social,Occupational Interests,6.6
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Interest,1.B.1.e,Enterprising,Occupational Interests,4.76
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Interest,1.B.1.f,Conventional,Occupational Interests,4.28
11-9032.00,"Education Administrators, Kindergarten through Secondary",Interest,1.B.1.a,Realistic,Occupational Interests,1.18
11-9032.00,"Education Administrators, Kindergarten through Secondary",Interest,1.B.1.b,Investigative,Occupational Interests,3.32
11-9032.00,"Education Administrators, Kindergarten through Secondary",Interest,1.B.1.c,Artistic,Occupational Interests,2.95
11-9032.00,"Education Administrators, Kindergarten through Secondary",Interest,1.B.1.d,Social,Occupational Interests,5.87
11-9032.00,"Education Administrators, Kindergarten through Secondary",Interest,1.B.1.e,Enterprising,Occupational Interests,5.17
11-9032.00,"Education Administrators, Kindergarten through Secondary",Interest,1.B.1.f,Conventional,Occupational Interests,4.48
11-9033.00,"Education Administrators, Postsecondary",Interest,1.B.1.a,Realistic,Occupational Interests,1
11-9033.00,"Education Administrators, Postsecondary",Interest,1.B.1.b,Investigative,Occupational Interests,4
11-9033.00,"Education Administrators, Postsecondary",Interest,1.B.1.c,Artistic,Occupational Interests,2.91
11-9033.00,"Education Administrators, Postsecondary",Interest,1.B.1.d,Social,Occupational Interests,5.8
11-9033.00,"Education Administrators, Postsecondary",Interest,1.B.1.e,Enterprising,Occupational Interests,5.19
11-9033.00,"Education Administrators, Postsecondary",Interest,1.B.1.f,Conventional,Occupational Interests,4.67
11-9041.00,Architectural and Engineering Managers,Interest,1.B.1.a,Realistic,Occupational Interests,3.17
11-9041.00,Architectural and Engineering Managers,Interest,1.B.1.b,Investigative,Occupational Interests,4.46
11-9041.00,Architectural and Engineering Managers,Interest,1.B.1.c,Artistic,Occupational Interests,2.66
11-9041.00,Architectural and Engineering Managers,Interest,1.B.1.d,Social,Occupational Interests,2.84
11-9041.00,Architectural and Engineering Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,6.38
11-9041.00,Architectural and Engineering Managers,Interest,1.B.1.f,Conventional,Occupational Interests,4.58
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Interest,1.B.1.a,Realistic,Occupational Interests,4.16
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Interest,1.B.1.b,Investigative,Occupational Interests,5.84
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Interest,1.B.1.c,Artistic,Occupational Interests,2.11
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Interest,1.B.1.d,Social,Occupational Interests,2.1
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,4.7
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Interest,1.B.1.f,Conventional,Occupational Interests,3.51
11-9051.00,Food Service Managers,Interest,1.B.1.a,Realistic,Occupational Interests,3.96
11-9051.00,Food Service Managers,Interest,1.B.1.b,Investigative,Occupational Interests,1.86
11-9051.00,Food Service Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.59
11-9051.00,Food Service Managers,Interest,1.B.1.d,Social,Occupational Interests,3.51
11-9051.00,Food Service Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.95
11-9051.00,Food Service Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.29
11-9071.00,Gambling Managers,Interest,1.B.1.a,Realistic,Occupational Interests,2.94
11-9071.00,Gambling Managers,Interest,1.B.1.b,Investigative,Occupational Interests,1.32
11-9071.00,Gambling Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1
11-9071.00,Gambling Managers,Interest,1.B.1.d,Social,Occupational Interests,2.63
11-9071.00,Gambling Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,6.71
11-9071.00,Gambling Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.44
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Interest,1.B.1.a,Realistic,Occupational Interests,4.11
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Interest,1.B.1.b,Investigative,Occupational Interests,2.04
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Interest,1.B.1.c,Artistic,Occupational Interests,1.88
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Interest,1.B.1.d,Social,Occupational Interests,3.55
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Interest,1.B.1.e,Enterprising,Occupational Interests,5.86
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Interest,1.B.1.f,Conventional,Occupational Interests,4.78
11-9081.00,Lodging Managers,Interest,1.B.1.a,Realistic,Occupational Interests,2.45
11-9081.00,Lodging Managers,Interest,1.B.1.b,Investigative,Occupational Interests,1.17
11-9081.00,Lodging Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.45
11-9081.00,Lodging Managers,Interest,1.B.1.d,Social,Occupational Interests,4.22
11-9081.00,Lodging Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,6.29
11-9081.00,Lodging Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.31
11-9111.00,Medical and Health Services Managers,Interest,1.B.1.a,Realistic,Occupational Interests,2.15
11-9111.00,Medical and Health Services Managers,Interest,1.B.1.b,Investigative,Occupational Interests,3.85
11-9111.00,Medical and Health Services Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.32
11-9111.00,Medical and Health Services Managers,Interest,1.B.1.d,Social,Occupational Interests,4.24
11-9111.00,Medical and Health Services Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.65
11-9111.00,Medical and Health Services Managers,Interest,1.B.1.f,Conventional,Occupational Interests,5.63
11-9121.00,Natural Sciences Managers,Interest,1.B.1.a,Realistic,Occupational Interests,3.04
11-9121.00,Natural Sciences Managers,Interest,1.B.1.b,Investigative,Occupational Interests,5.73
11-9121.00,Natural Sciences Managers,Interest,1.B.1.c,Artistic,Occupational Interests,2.51
11-9121.00,Natural Sciences Managers,Interest,1.B.1.d,Social,Occupational Interests,2.97
11-9121.00,Natural Sciences Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.63
11-9121.00,Natural Sciences Managers,Interest,1.B.1.f,Conventional,Occupational Interests,4.19
11-9121.01,Clinical Research Coordinators,Interest,1.B.1.a,Realistic,Occupational Interests,1.98
11-9121.01,Clinical Research Coordinators,Interest,1.B.1.b,Investigative,Occupational Interests,5.74
11-9121.01,Clinical Research Coordinators,Interest,1.B.1.c,Artistic,Occupational Interests,1.53
11-9121.01,Clinical Research Coordinators,Interest,1.B.1.d,Social,Occupational Interests,3.57
11-9121.01,Clinical Research Coordinators,Interest,1.B.1.e,Enterprising,Occupational Interests,4.27
11-9121.01,Clinical Research Coordinators,Interest,1.B.1.f,Conventional,Occupational Interests,5.04
11-9121.02,Water Resource Specialists,Interest,1.B.1.a,Realistic,Occupational Interests,4.45
11-9121.02,Water Resource Specialists,Interest,1.B.1.b,Investigative,Occupational Interests,5.8
11-9121.02,Water Resource Specialists,Interest,1.B.1.c,Artistic,Occupational Interests,1.78
11-9121.02,Water Resource Specialists,Interest,1.B.1.d,Social,Occupational Interests,2.58
11-9121.02,Water Resource Specialists,Interest,1.B.1.e,Enterprising,Occupational Interests,3.53
11-9121.02,Water Resource Specialists,Interest,1.B.1.f,Conventional,Occupational Interests,4.17
11-9131.00,Postmasters and Mail Superintendents,Interest,1.B.1.a,Realistic,Occupational Interests,2.08
11-9131.00,Postmasters and Mail Superintendents,Interest,1.B.1.b,Investigative,Occupational Interests,1.16
11-9131.00,Postmasters and Mail Superintendents,Interest,1.B.1.c,Artistic,Occupational Interests,1.07
11-9131.00,Postmasters and Mail Superintendents,Interest,1.B.1.d,Social,Occupational Interests,3.37
11-9131.00,Postmasters and Mail Superintendents,Interest,1.B.1.e,Enterprising,Occupational Interests,6
11-9131.00,Postmasters and Mail Superintendents,Interest,1.B.1.f,Conventional,Occupational Interests,5.94
11-9141.00,"Property, Real Estate, and Community Association Managers",Interest,1.B.1.a,Realistic,Occupational Interests,3.14
11-9141.00,"Property, Real Estate, and Community Association Managers",Interest,1.B.1.b,Investigative,Occupational Interests,2.22
11-9141.00,"Property, Real Estate, and Community Association Managers",Interest,1.B.1.c,Artistic,Occupational Interests,1.75
11-9141.00,"Property, Real Estate, and Community Association Managers",Interest,1.B.1.d,Social,Occupational Interests,3.49
11-9141.00,"Property, Real Estate, and Community Association Managers",Interest,1.B.1.e,Enterprising,Occupational Interests,6.77
11-9141.00,"Property, Real Estate, and Community Association Managers",Interest,1.B.1.f,Conventional,Occupational Interests,5.36
11-9151.00,Social and Community Service Managers,Interest,1.B.1.a,Realistic,Occupational Interests,1
11-9151.00,Social and Community Service Managers,Interest,1.B.1.b,Investigative,Occupational Interests,2.15
11-9151.00,Social and Community Service Managers,Interest,1.B.1.c,Artistic,Occupational Interests,2.34
11-9151.00,Social and Community Service Managers,Interest,1.B.1.d,Social,Occupational Interests,5.35
11-9151.00,Social and Community Service Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,7
11-9151.00,Social and Community Service Managers,Interest,1.B.1.f,Conventional,Occupational Interests,4.55
11-9161.00,Emergency Management Directors,Interest,1.B.1.a,Realistic,Occupational Interests,3.6
11-9161.00,Emergency Management Directors,Interest,1.B.1.b,Investigative,Occupational Interests,4.56
11-9161.00,Emergency Management Directors,Interest,1.B.1.c,Artistic,Occupational Interests,1.78
11-9161.00,Emergency Management Directors,Interest,1.B.1.d,Social,Occupational Interests,4
11-9161.00,Emergency Management Directors,Interest,1.B.1.e,Enterprising,Occupational Interests,4.99
11-9161.00,Emergency Management Directors,Interest,1.B.1.f,Conventional,Occupational Interests,4.66
11-9171.00,Funeral Home Managers,Interest,1.B.1.a,Realistic,Occupational Interests,2.99
11-9171.00,Funeral Home Managers,Interest,1.B.1.b,Investigative,Occupational Interests,2.04
11-9171.00,Funeral Home Managers,Interest,1.B.1.c,Artistic,Occupational Interests,1.86
11-9171.00,Funeral Home Managers,Interest,1.B.1.d,Social,Occupational Interests,4.38
11-9171.00,Funeral Home Managers,Interest,1.B.1.e,Enterprising,Occupational Interests,6.51
11-9171.00,Funeral Home Managers,Interest,1.B.1.f,Conventional,Occupational Interests,4.76
11-9179.01,Fitness and Wellness Coordinators,Interest,1.B.1.a,Realistic,Occupational Interests,2.98
11-9179.01,Fitness and Wellness Coordinators,Interest,1.B.1.b,Investigative,Occupational Interests,2.79
11-9179.01,Fitness and Wellness Coordinators,Interest,1.B.1.c,Artistic,Occupational Interests,2.12
11-9179.01,Fitness and Wellness Coordinators,Interest,1.B.1.d,Social,Occupational Interests,5.62
11-9179.01,Fitness and Wellness Coordinators,Interest,1.B.1.e,Enterprising,Occupational Interests,5.4
